15,0,老公站在楼栋底下同站在6楼的妻子“隔空”拌嘴，妻子一时激动竟从阳台滑下，但幸运地“挂”在4楼晒衣架上。老公立即大喊：“快抓紧！我爱你！”妻子被[0*1n]温馨的话语[/0*1n][f]感动[/f]，自救成功。
16,6,同月19日深夜11时，韩男去电给小雯约在一处便利店前碰面，小雯[-2*1v]误认对方是她的邱姓男友而赴约[/-2*1v]。2人见面之后，小雯感到[f]诧异[/f]，却也接受韩男提议，在公园内聊天散步；没多久韩男竟强拉小雯到厕所企图性侵，但因小雯反抗而未果，韩男再强拉少女到运动场的司令台后方楼梯间性侵得逞。
17,3,“五年了，孩子一滴尿也没排过，每天身上发痒、疼痛、胸口憋闷、换不过气来，经常大半夜睡不着觉，我就骑摩托车带她出去遛弯。”看着[-1*1v]曾经各方面优异的女儿如今成了这个样子[/-1*1v]，张治英[f]心疼[/f]不已。在校期间，张琼元每次考试都是前三名，多年来，一直担任班干部。
18,5,直到现在，张治英还因为[0*1v]给女儿买不起大碗面[/0*1v][f]自责[/f]不已。
19,3,前段时间，在北京大学人民医院治疗时的大夫打来电话询问了琼元的病情后，说孩子还有希望，建议做换肾手术。希望近在眼前，可张治英却怎么也[f]高兴不起来[/f]，因为[1*1n]张琼元并不是他的亲生女儿[/1*1n]。在一次检查中，张琼元得知自己是O型血，而父亲是A型，母亲是AB型时，聪明的她瞬间明白了其中的意味。
20,3,瞒不住了，张治英问她想不想看望亲生父母，张琼元哭着说：“我是你们的女儿！”看着懂事的女儿每天被病痛折磨着，自己却不能为她捐肾，[-1*1v]想到自己无能为力[/-1*1v]，张治英[f]泣不成声[/f]。
21,0,民警将老人送到南钢厂区，问了半天，陈大爷也没有说清楚他家到底该怎么走。无奈之下，民警只能下车逐一询问附近的居民，最终把陈大爷安全送回家。[-1*1v]到家后[/-1*1v]，陈大爷终于[f]笑了[/f]，连声对民警道谢，还热情挽留民警在家吃晚饭，但被民警婉言谢绝。
22,1,对于鲁女士[-2*1v]遇见老人跌倒立刻出手相助[/-2*1v]，还陪着老人一起等民警的行为，周围路过的多位居民都对她表示了[f]赞扬[/f]。出警的民警也告诉记者，跌倒的老人真的需要有人帮助，否则可能会发生二次事故。因扶老人而被讹的事情是极少数的。
23,1,在老一辈村民的记忆里，谢德友[-2*1n]镇定自若为溺亡村民黄某入殓的场景[/-2*1n]，时隔多年仍历历在目，让人[f]尊敬[/f]。
24,3,眼前厚厚几沓病历、相册、证件，白纸黑字如此刺眼绝望，才敢相信她安静克制的脸庞下，曾承受住多少次命运的陡然翻转。自从17岁儿子因病逝去，丈夫与她领养了一个女儿，刚树立起的生活希望，再次因[0*1v]丈夫撒手人寰[/0*1v]而陷入无限[f]绝望[/f]中。
25,3,李芳抹着眼泪告诉小溪，2002年，她的儿子逝去了。儿子才17岁，活泼好动，热爱篮球，但是高二体检[-2*1v]查出脑瘤[/-2*1v]，[-1*2v]很快就不行了[/-1*2v]。李芳[f]痛不欲生[/f]，捡起一把刀就想割脉自杀。
26,0,“上上周，安德烈突然找到我，说[-2*1v]想要在医院举行婚礼[/-2*1v]，我先是吓了一跳，再三确认后真的非常非常[f]感动[/f]，”医院的俄语翻译小董说，“很多人可能以为只是举行婚礼，安慰安慰塔蒂亚娜，但他们是真的结婚并领了证，女方已经改了夫姓。”小董称，消息一传出，医护人员感动不已，连医院后勤的工作人员都自发进行捐助。
27,4,1952年夏，她和另7名日籍护士，从广西南宁军区303医院调到羊楼洞部队疗养所。羊楼洞地处湘鄂交界之要冲，就在这里，沟胁千年和当时因患结核病正在此疗养的杜江群结识。29岁的杜江群是一所学校的政治教员，曾有过地下党经历。虽然病重，却依然乐观。当时，不少病员都[-2*1v]排斥外籍护士的照料[/-2*1v]，[-1*2n]态度甚至粗暴[/-1*2n]。看着沟胁千年[f]着急[/f]的样子，杜江群站了出来，说服伤员，让他安心地接受治疗。
28,1,不仅是对尹家的3个孩子，在街坊邻居中，张崇贞也有着他人不能及的好名声。任何人家需要帮忙，她总是一口答应。几十年里，张崇贞以[0*1n]她的品格[/0*1n]赢得了所有人的[f]敬重[/f]。尹春丽的母亲也早已将这位比她年长三十来岁的保姆，视为自己的亲生母亲，“我妈妈后来将所有的钱都放在奶奶那里，由她当家，她才是我们家的最高权威。
29,0,2010年，母亲去世，尹家的3个孩子将母亲和奶奶正式合葬。墓碑后，刻着这么一行字，“先恩祖慈张崇贞，与先恩萍水相逢，半生相伴，同甘苦共患难，恩比天高，情同水长。”合葬时的景象，尹春丽记忆犹新，“两人骨灰葬下去的一瞬间，我似乎回到了过往，看到[-2*1v]她们并肩扛起这个家[/-2*1v]的情景。我很想流泪，不仅是悲伤也有[f]欣慰[/f]。”
30,0,朱洪生今年55岁，1979年参加工作时才19岁，已有36年的手艺。“我当时被分到丹阳南京理发店工作，这是当时丹阳最大的理发店。我在那儿获得了好多证书和荣誉。”[-1*1v]说起自己工作过的地方和自己的荣誉[/-1*1v]，朱洪生很是[f]自豪[/f]。
31,0,让朱洪生[f]感动[/f]的是，有些客人因为他收费便宜[1*1v]都为他着想[/1*1v]，剪完头发就走了也不洗，就为能帮他省点水电费。“回家反正洗澡，收费这么便宜，就不麻烦他洗头了”，昨天理完发后站起身来就付钱的史阿姨笑着说。“我这里的客人都蛮好的，有的并不是因为价格低才来的。他们认可我了。”朱洪生告诉记者，有的老邻居因为搬家去别的地方，但是理发还是找他。
32,0,经抢救，两个孩子和周先生先后苏醒脱离了危险，但郭惠英一直抢救到第二天凌晨才苏醒。让郭惠英[f]感动[/f]的是，她醒来时，[2*1v]还有一位民警守在身边[/2*1v]。
33,0,“保护人民生命财产安全，本身就是我们警察的责任，是我们理所应当做的事情。”毛大队长说，郭惠英[0*1v]17年来的这份举动[/0*1v]让大家很[f]感动[/f]，更感到自身责任重大，使命光荣。
34,0,“[-1*1v]不是自己的儿子老程还能这样[/-1*1v]，我很[f]感动[/f]，俺既然是老乡，就得帮他。”朱俊钦说，他的加入让程相前轻松了不少。如今给宋文山洗澡，都是两人一起架着他洗。
35,0,老人说，58年来自己也一直想寻找女儿刘名书，但失散时她连女儿的名字都不知道，更谈不上寻找。目前，雷红路和小姨通过微信，交换了外婆和母亲的照片。刘名书[0*1v]看到母亲的照片[/0*1v]很[f]激动[/f]，她说：“这事我跟丈夫说过，跟大儿子说过，结果小儿子帮我找到了母亲。”她也让儿子雷红路向陈警官表示感谢。
36,0,谈到成名所带来的变化时，余秀华说：“收入的增多是自然的，之前对出名没有期待，但它真的来了，而且[-1*1v]让生活过得更好[/-1*1v]，心里还是挺[f]高兴[/f]的。但这在村里没有太大影响，老乡还是把我看成余秀华，没有把我看成是“怪物”。
37,0,为国教子，以德育人。[-3*1v]盲人夫妇演绎现实版“孟母三迁”[/-3*1v]，为孩子成长创造环境的故事，在蛟河市传开后，[f]感动[/f]了无数人。庄保清也获得了“吉林省十佳好家长”、“全国传承好家风好妈好爸”等荣誉称号。
38,4,34岁的王志刚在去年四月被检查出患有慢性肾衰竭，这一检测结果打破了原本幸福的三口之家。“[f]感觉天都要塌了[/f]”，徐萍这样来形容得知丈夫患病时的感受，因为[2*1n]丈夫是她和两岁孩子的支柱[/2*1n]。
39,0,“她身体就不好，娃娃也要人照顾”，张志刚[-1*1v]得知妻子要捐肾给自己[/-1*1v]时，他十分[f]感动[/f]，同时也非常担心。好在17日夫妻俩在四川大学华西医院的手术非常顺利。
40,4,“她身体就不好，娃娃也要人照顾”，张志刚[-2*1v]得知妻子要捐肾给自己[/-2*1v]时，他十分感动，同时也非常[f]担心[/f]。好在17日夫妻俩在四川大学华西医院的手术非常顺利。
41,3,翟金华介绍，哥哥当兵走的时候还是解放前，那时自己才15岁，不懂事，再加上时间过去很久了，很多事情自己都记不得了。“我只记得他走后不久我奶奶还骑着小毛驴，带着我去他参军后暂时驻扎的村庄看他，后来就再也没有音讯了。直到1952年，民政部门送到家里一个烈士证，[-1*1v]说我哥死在朝鲜了[/-1*1v]。当时我娘、我嫂子都[f]哭[/f]昏过去了。”
42,0,“中国人自古有落叶归根的传统，63年来，我日夜都想有朝一日能找到父亲的安葬地，如果[0*1v]能和父亲‘团聚’[/0*1v]，真的是[f]皆大欢喜[/f]。”同时，记者与周玉玺烈士的孙女周女士取得了联系。周女士说，自己的父亲今年已经65岁高龄了，一直心心念念牵挂着爷爷的去向，总是让自己去打听。见到本报刊发的为烈士找寻亲人的报道，自己和父亲都激动不已。
43,0,“中国人自古有落叶归根的传统，63年来，我日夜都想有朝一日能找到父亲的安葬地，如果能和父亲‘团聚’，真的是皆大欢喜。”同时，记者与周玉玺烈士的孙女周女士取得了联系。周女士说，自己的父亲今年已经65岁高龄了，一直心心念念牵挂着爷爷的去向，总是让自己去打听。[-1*1v]见到本报刊发的为烈士找寻亲人的报道[/-1*1v]，自己和父亲都[f]激动不已[/f]。
44,0,记者16日从第三军医大学新桥医院获悉，尿毒症患者程霞冒死产下一名5斤重健康男婴。“我这条命都是妈妈给的，现在[-1*1v]我也有了宝宝[/-1*1v]，真是太[f]幸运[/f]了，还要感谢所有帮助过我的人。”还躺在病床上的程霞，以微弱的声音说到。
45,1,记者16日从第三军医大学新桥医院获悉，尿毒症患者程霞冒死产下一名5斤重健康男婴。“我这条命都是妈妈给的，现在我也有了宝宝，真是太幸运了，还要[f]感谢[/f]所有[1v]帮助过我[/1v]的人。”还躺在病床上的程霞，以微弱的声音说到。
46,2,据台湾“中央社”16日报道，日本男性2月14日情人节通常会收到巧克力和其他礼物，而他们3月14日白色情人节当天必须回送礼物给另一半。西山美惠31岁的丈夫一脚将她踢开后，她疑似企图用领带掐死他。老公午夜时分打电话报警，西山美惠随后在日本西部堺市家中被捕，并向警方表示，她怀疑老公有外遇。西山告诉警方，[-1*1v]老公情人节没有回送礼物[/-1*1v]，她[f]气[/f]到想勒死他。
47,4,“闺女是高中教师，现在带着高三毕业班，[-1*1v]工作忙也顾不上自己的事[/-1*1v]，我和她妈[f]着急[/f]啊，就趁有活动来替她看看。”在相亲活动现场，老年人的数量基本上和年轻人相当，他们都是来替孩子“打头阵”的。
48,4,记者调查发现，本该是年轻人自己做主的相亲大会，反而是爹妈唱了主角。要么是儿女[-2*1v]排斥相亲[/-2*1v]，[-1*2v]不愿来现场[/-1*2v]，父母[f]着急[/f]主动请缨，要么就是父母不放心，替孩子来把关“货比三家”。
49,4,经过一段时间的交往，他们都感觉非常有缘。经过几个月的“地下恋情”，徐某便信誓旦旦地表示愿意娶黄女士为妻。[0*1n]年轻时的情感创伤[/0*1n]让黄女士[f]心有余悸[/f]，她并没有接受徐某的求婚，之后两人继续以姐弟相称。
50,3,事业有成的黄女士与小20岁的小伙结婚，为避免“人财两空”，两人在婚前进行了财产公证，怎知婚后小伙[-1*1v]两次拿走黄女士钱财[/-1*1v]，黄女士[f]无奈[/f]之下向法院提起诉讼。
51,3,2014年11月，徐某趁黄女士不在家，将她准备还房贷的12万元现金拿走。待黄女士发现后虽联系上了徐某，但他却[-1*1v]拒绝归还这笔现金[/-1*1v]。黄女士[f]无奈[/f]之下向公安机关报了案，徐某迫于压力，将其中的10万元通过银行汇款还给了黄女士，然而对剩余的2万元却迟迟不予归还，并且把黄女士的电话号码拖进了“黑名单”。
52,4,女子未婚先孕，在厕所里产下前男友孩子后，因[f]害怕[/f][1v]被现男友知道[/1v]，居然用塑料带勒住孩子脖子，使其窒息而死，事后竟又回到寝室睡觉。
53,4,2014年12月21日晚上11点，方某感觉肚子很疼就去了厕所，结果产下一男婴。方某忙用手把孩子的脐带扯断，然后给王明打电话，因其电话被王明拉黑，故久打不通。由于过度[f]惊慌且害怕[/f][1v]婴儿的啼哭声被宿舍同学听到[/1v]，方某随手捡过一个黑色塑料袋，将其扭成条状，缠绕在男婴的脖子上，使其窒息而死，并将其尸体用黑色塑料袋包了五六层，放入自己床底的行李箱中，上面以衣服遮盖。
54,3,方某出于无知和害怕，知道怀孕后并没有进行相应孕检，也没有为婴儿降生做相应的准备，突然产子后，怕被人发现，为了保住脸面，[-1*1v]情急之下不择手段[/-1*1v]，事后又[f]追悔莫及[/f]。
55,4,方某出于无知和害怕，知道怀孕后并没有进行相应孕检，也没有为婴儿降生做相应的准备，突然产子后，[f]怕[/f][1v]被人发现[/1v]，为了保住脸面，情急之下不择手段，事后又追悔莫及。
56,3,陈某[-1*1v]得知丈夫婚外同居[/-1*1v]后，[f]无奈[/f]的她没有太多怨言，只要求叶某每月及时支付保姆费和生活费。直至去年4月份，瘫痪在床的陈某灰心丧气便服农药自杀了。
57,3,“当时家里的大事小事都是婆婆当家做主。”侯爱红说，虽然夫妻俩的感情一直很好，但婆媳问题却日渐严重，夹在中间为难的郭永奎，爱上了喝酒，对家里的事不管不顾。家中所有的担子，几乎落在了侯爱红一个人身上，[-2*1n]面对日益找茬的婆婆和经常醉酒的丈夫[/-2*1n]，侯爱红说，她在[f]无奈[/f]之下提出了协议离婚。
58,3,郭永奎离婚后，在父母的安排下，谈过3个女朋友，但都没有结果。因为她们都觉得，郭永奎心里一直没有忘记前妻。郭永奎先后送走了逝去的父母，为了生计辗转多地打工。[-2*1v]父母的离世[/-2*1v]，[-1*2v]对前妻和孩子的思念[/-1*2v]，让他经常感到[f]绝望[/f]、压抑。
59,0,“我当时还沉浸在[-1*1v]买了新房[/-1*1v]，[0*2v]成了漯河市民[/0*2v]的[f]喜悦[/f]中，感觉终于可以松一口气，停下脚步歇一歇了。”侯爱红告诉记者，这时她突然接到郭永奎朋友的电话，说郭永奎在济南得了脑溢血，现在昏迷住在济南一家医院。
60,3,“虽然已经离婚十年了，但是[-1*1v]看着他躺在医院不能动[/-1*1v]，我还是挺[f]心疼[/f]的。在一起的那些年，他对我挺好的，我们之间也没有什么大的矛盾。在济南陪他治病那段时间，我想了很多，虽然已经离婚了，但他毕竟是孩子的亲爹，为了孩子，我也不能不管他。”侯爱红说。
61,3,婚后第2个月，李梅便怀孕了。但仅3个月后，李梅却发现丈夫刘军[-2*1n]有外遇[/-2*1n]，并且这个“潜伏已久”的[-1*2v]第三者也已怀孕[/-1*2v]。自觉[f]愧疚[/f]的丈夫刘军不停地道歉希望能够挽留李梅，他还写了份保证书，“保证以后不再联系第三者，如果做不到，净身出户，房子留给李梅和孩子”。
62,4,春节假期已经结束，上班族开启了上班模式，但春节期间的那场“战争”——[-1*1n]相亲[/-1*1n]，却让剩男剩女们[f]心有余悸[/f]。
63,3,3月5日，有网友在红网论坛以《常德一美女写保证书要嫁出去 不然就睡马路》为题，晒出了一张保证书，吐槽自己[0*1v]成为“被催婚”族[/0*1v]的[f]苦恼和无奈[/f]。
64,4,相比于小徐的“淡定”，小徐的妈妈就坐不住了，“她周围的同学、朋友、同事，都陆陆续续结婚了，[-1*1v]她连个男朋友都没谈过[/-1*1v]，我确实很[f]着急[/f]。我也知道这个保证书没什么实质性作用，就是图个心安。”
65,0,。昨天，[-1*1v]得知有很多热心人都愿意帮助她完成心愿[/-1*1v]，王女士很[f]开心[/f]，“无论什么结果我都能接受，当然也期待能有一个好结果，感谢这些热心人和媒体。”
66,0,昨晚11时48分，王女士给记者回过来电话表示，因为外出办事，手机没电了，没想到错过了记者那么多电话。当[-1*1v]得知心仪男子已找到[/-1*1v]，王女士非常[f]激动[/f]，“真的啊，这么快！”随后当记者告诉她，这名男子已婚的消息后，电话那头的王女士沉默的几秒钟后表示：“这样啊，那就没有见面的必要了。也没什么遗憾了，至少我努力了，做了一件感动自己的事情。”当得知对方快要当爸爸的消息后，王女士连连说了几句“祝福他”，并表示这件事就这么过去了，她会继续寻找属于自己的幸福。
67,3,“亲戚朋友我都借了，终于凑到钱做了手术。但我们再也承担不了昂贵的医药费，术后第二天他就出院。就连术后拆线，都是他对着镜子拆的。”[-1*1v]回忆起最难的日子[/-1*1v]，徐永芬仍忍不住[f]哽咽[/f]。
68,4,每当在新闻上[-1*1v]看到血库告急的消息[/-1*1v]，刘淑梅就很[f]焦虑[/f]，她希望能有更多的人加入义务献血的队伍，给紧急患者扩宽生命道路。但是献血是自愿的事，在刘淑梅看来，自己十几年的献血经历是义务而非张扬的资本，她希望自己的坚持能稍稍缓解一下血库的存血不足情况。
69,5,刘淑梅乐呵呵地告诉记者，她和她的家人都很健康，所以可以持续献血为社会做贡献。曾经刘淑梅一直为[0*1v]献血年龄限定在55岁[/0*1v]而[f]苦恼[/f]。“我现在献血都成习惯了，要是因为年龄到了不能继续献血我就会非常失落，后来血站工作人员告诉我，献血年龄现在放宽到60岁，我还可以继续献血，一直到我六十岁那一天，到我的身体不允许我献血的那一天。”
70,3,刘淑梅乐呵呵地告诉记者，她和她的家人都很健康，所以可以持续献血为社会做贡献。曾经刘淑梅一直为献血年龄限定在55岁而苦恼。“我现在献血都成习惯了，要是因为[0*1v]年龄到了不能继续献血[/0*1v]我就会非常[f]失落[/f]，后来血站工作人员告诉我，献血年龄现在放宽到60岁，我还可以继续献血，一直到我六十岁那一天，到我的身体不允许我献血的那一天。”
71,3,去年庙会上，他发现一个小孩漫无目的的边[f]哭[/f]边走，旁边没有大人陪伴，于是赶紧上前询问，果然，一问得知孩子[4*1v]跟家人走散了[/4*1v]。他马上蹲下身子哄孩子，将其带到执法车上吃东西、喝水，休息取暖。问清楚父母姓名后，随即打电话给地坛庙会指挥部，广播寻找孩子家长，再通知公安部门帮助寻找，最后，终于帮孩子找到了母亲。
72,3,“大年三十晚上我都会给家里打个电话，给父母拜个年。孩子上小学一年级，看着别的家长带着孩子来地坛庙会，我却[-2*1v]不能陪孩子过年[/-2*1v]，再想想[-1*2v]父母的年纪也越来越大[/-1*2v]了，心里总会很[f]愧疚[/f]。”寇文军家里有两位老人，春节前夕都刚做完手术，现在正是最需要照顾的时候，可队里太忙，实在顾不上回家，他只好将照顾老人和孩子的重任，都交给了老婆。
73,0,每逢周三，北京儿童医院的病房里都会传出阵阵[f]笑声[/f]，不用说，肯定是[2*1n]“小丑叔叔”又来了[/2*1n]。提到刘进军的名字，小病友们都不知所以，但一说“小丑叔叔”几乎无人不知，这位藏在浓墨重彩后的七旬老人，总能用魔术和气球让患儿暂时忘掉病痛。
74,1,北京儿童医院护理部的一位护士告诉记者，老人[-1*1n]十多年坚持义务表演的行为[/-1*1n]，让大家都由衷[f]敬佩[/f]，“每周都雷打不动地来，从不缺勤迟到。”
75,0,一群爱心志愿者簇拥着李世铭夫妇和他们两岁的儿子李沐羿鑫兴高采烈地走进家门。对于李世铭一家来说，那天是一个[f]大喜[/f]的日子。[1*1v]被拐骗45天的儿子在那天终于回家了[/1*1v]！
76,0,李世铭紧紧地抱着儿子，一刻也不愿放开。45天，对于失去儿子的他们是多么的漫长！[-1*1v]宝贝回家了[/-1*1v]，这个春节将是多么[f]幸福[/f]！
77,0,2012年9月，他们的儿子李沐羿鑫出生。[0*1n]孩子的出生[/0*1n]给一家人带来了无尽的[f]喜悦和欢乐[/f]，一家人尽管生活清苦，但其乐融融。因为李世铭夫妇为生活奔波忙碌，孩子一直由奶奶照看。眼看着儿子一天天长大，常年在侯马市打工的李世铭觉得儿子性格有些内向，应该多接触外面的世界。
78,4,当奶奶和摊主讨价还价时，突然发现孙子不见了！奶奶急忙在周围寻找，可[-1*1v]哪里也看不到孙子的影子[/-1*1v]，她[f]心急火燎[/f]地给儿子李世铭打电话，李世铭立即放下手里的工作赶到火车站，两人找遍了火车站附近的角落，可是再也没有看到小鑫鑫的身影……奶奶当即瘫坐在地上，失声痛哭。
79,3,当奶奶和摊主讨价还价时，突然发现孙子不见了！奶奶急忙在周围寻找，可哪里也看不到孙子的影子，她心急火燎地给儿子李世铭打电话，李世铭立即放下手里的工作赶到火车站，两人找遍了火车站附近的角落，可是[-2*1v]再也没有看到小鑫鑫的身影[/-2*1v]……奶奶当即瘫坐在地上，[f]失声痛哭[/f]。
80,1,不仅如此，志愿者荣荣还亲自去运城、河津等县市对接当地志愿者组织，动员和呼吁当地志愿者共同发起寻找小鑫鑫的行动。[0*1n]志愿者的一言一行[/0*1n]温暖和[f]感动[/f]着李世铭一家，丢失了孩子，他们是不幸的，但众多志愿者的关心和帮助，他们又觉得是幸运的。
81,0,[-1*1v]提起志愿者[/-1*1v]，小鑫鑫的奶奶[f]激动[/f]得流着热泪表示，她也要做志愿者，她的儿子、儿媳、孙子都要做志愿者，他们家世世代代都要做志愿者，这个传统一定要传递下去。
82,0,2月13日一大早，当项目组民警押着犯罪嫌疑人并带着解救回来的小鑫鑫凯旋归来，一下高速口，就受到了闻讯赶来的志愿者团队的热情欢迎和慰问。上午10时，李世铭一家闻讯后赶到侯马市公安局门口，[-1*1v]看到失而复得的儿子[/-1*1v]，一家人禁不住[f]泪流满面[/f]。
83,1,2月13日晚，记者在李世铭家见到被拐骗45天回家的李沐羿鑫，李世铭说，孩子回来后不敢与陌生人说话，比以前胆子小了许多，他们会用全部的爱抚慰孩子幼小的心灵，让孩子更健康更阳光地成长，并希望通过本报向侯马市公安局、向侯马志愿者团队、向[0*1n]所有关心帮助他们全家寻找小鑫鑫的好心人[/0*1n]表示[f]感谢[/f]。
84,1,蜗居在山半腰的111岁和维瑞与105岁李进初，[-1*1n]两位百岁老人百年好合的爱情故事[/-1*1n]，让人心生[f]敬仰[/f]，情人节和春节的临近，社会爱心人士也纷纷上门探望慰问这对百岁夫妻并送上节日祝福。
85,0,[-1*1n]志愿者送来的一支玫瑰[/-1*1n]，让整日躺在躺椅上的李进初心生[f]欢喜[/f]，腼腆接过，然后默默无语地送给了一旁安静坐着的妻子和维瑞。艳红的玫瑰，让两位百岁老人都激动起来，两手枯瘦的手紧紧地握在了一起。
86,0,志愿者送来的一支玫瑰，让整日躺在躺椅上的李进初心生欢喜，腼腆接过，然后默默无语地送给了一旁安静坐着的妻子和维瑞。[-1*1n]艳红的玫瑰[/-1*1n]，让两位百岁老人都[f]激动[/f]起来，两手枯瘦的手紧紧地握在了一起。
87,1,开明的地主，[f]感动[/f][1n]和维瑞和李进初的爱情[/1n]，好心做主主持了他们结为夫妻。而这一艰苦环境中的爱情结合，让他们相守相依到白头。
88,0,[-1*1v]看到童童入学[/-1*1v]，他很[f]高兴[/f]，平时只要路过小学，他总喜欢慢慢走到教室外面，透过窗户看看坐在前排的童童。“我还是很感慨的，看到童童就会想起自己的孩子。”
89,0,仁厚社区也格外照顾她，2003年起，她每月都能领到计生特困家庭特别扶助金。但凡有扶助政策，社区也首先想到她。党委书记张公平说：徐婆婆很要强，从不给社区提要求。问她身体怎么样，她总说“[-1*1v]自食其力[/-1*1v]，再累也[f]开心[/f]。”
90,3,76岁的英国老妇人格瑞斯·贝茨在英国广播公司(BBC)帮助下，找到分离59年的初恋、德国人赫尔曼·博世。格瑞斯因[0*1v]曾欺骗对方[/0*1v]一直深感[f]愧疚[/f]，“死前一定要见到他！”
